site_no	date_time	tz_cd	dd	accuracy_cd	value	prec	remark
15N	14N	6S	2N	5S	16N	1S	1S
02146750	19961002085000	EST	1	1	153	3	
02146750	19961002085500	EST	1	1	149	3	
02146750	19961002090000	EST	1	1	147	3	
02146750	19961002090500	EST	1	1	145	3	
02146750	19961002091000	EST	1	1	143	3	
02146750	19961002091500	EST	1	1	143	3	
02146750	19961002092000	EST	1	1	142	3	
02146750	19961002092500	EST	1	1	142	3	
02146750	19961002093000	EST	1	1	142	3	
02146750	19961002093500	EST	1	1	142	3	
02146750	19961002094000	EST	1	1	142	3	
02146750	19961002094500	EST	1	1	142	3	
02146750	19961002095000	EST	1	1	142	3	
02146750	19961002095500	EST	1	1	142	3	
02146750	19961002100000	EST	1	1	142	3	
02146750	19961002100500	EST	1	1	142	3	
02146750	19961002101000	EST	1	1	139	3	
02146750	19961002101500	EST	1	1	138	3	
02146750	19961002102000	EST	1	1	137	3	
02146750	19961002102500	EST	1	1	135	3	
02146750	19961002103000	EST	1	1	135	3	
02146750	19961002103500	EST	1	1	135	3	
02146750	19961002104000	EST	1	1	135	3	
02146750	19961002104500	EST	1	1	135	3	
02146750	19961002105000	EST	1	1	134	3	
02146750	19961002105500	EST	1	1	133	3	
02146750	19961002110000	EST	1	1	132	3	
02146750	19961002110500	EST	1	1	132	3	
02146750	19961002111000	EST	1	1	132	3	
02146750	19961002111500	EST	1	1	132	3	
02146750	19961002112000	EST	1	1	129	3	
02146750	19961002112500	EST	1	1	128	3	
02146750	19961002113000	EST	1	1	128	3	
02146750	19961002113500	EST	1	1	127	3	
02146750	19961002114000	EST	1	1	128	3	
02146750	19961002114500	EST	1	1	128	3	
02146750	19961002115000	EST	1	1	128	3	
02146750	19961002115500	EST	1	1	127	3	
02146750	19961002120000	EST	1	1	124	3	
02146750	19961002120500	EST	1	1	123	3	
02146750	19961002121000	EST	1	1	123	3	
02146750	19961002121500	EST	1	1	122	3	
02146750	19961002122000	EST	1	1	122	3	
02146750	19961002122500	EST	1	1	121	3	
02146750	19961002123000	EST	1	1	121	3	
02146750	19961002123500	EST	1	1	119	3	
02146750	19961002124000	EST	1	1	118	3	
02146750	19961002124500	EST	1	1	118	3	
02146750	19961002125000	EST	1	1	117	3	
02146750	19961002125500	EST	1	1	116	3	
02146750	19961002130000	EST	1	1	115	3	
02146750	19961002130500	EST	1	1	115	3	
02146750	19961002131000	EST	1	1	115	3	
02146750	19961002131500	EST	1	1	113	3	
02146750	19961002132000	EST	1	1	113	3	
02146750	19961002132500	EST	1	1	112	3	
02146750	19961002133000	EST	1	1	112	3	
02146750	19961002133500	EST	1	1	112	3	
02146750	19961002134000	EST	1	1	112	3	
02146750	19961002134500	EST	1	1	111	3	
02146750	19961002135000	EST	1	1	111	3	
02146750	19961002135500	EST	1	1	111	3	
02146750	19961002140000	EST	1	1	111	3	
02146750	19961002140500	EST	1	1	111	3	
02146750	19961002141000	EST	1	1	110	3	
02146750	19961002141500	EST	1	1	110	3	
02146750	19961002142000	EST	1	1	110	3	
02146750	19961002142500	EST	1	1	110	3	
